h,w,fileName
2560,1978,/home/echo/bolete/data/lanmaoa-carminipes/Lanmaoa-carminipes-before-and-after-Bill-Yule.pdf-copy-scaled.jpg
2750,2125,/home/echo/bolete/data/lanmaoa-carminipes/Lanmaoa-carminipes-before-and-after-Bill-Yule.pdf-copy.jpg
2128,2832,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-Igor-Safonov.jpg
3473,2815,/home/echo/bolete/data/lanmaoa-carminipes/Lanmaoa-carminipes-duo-Bill-Yule.jpg
4000,3000,/home/echo/bolete/data/lanmaoa-carminipes/Lanmaoa-carminipes-half-Bill-Yule.jpg
3566,2276,/home/echo/bolete/data/lanmaoa-carminipes/Lanmaoa-carminipes-halved-Bill-Yule.jpg
2832,2128,/home/echo/bolete/data/lanmaoa-pallidorosea/Boletus-pallidoroseus-Ammonia-and-KOH-Igor-Safonov.jpg
1944,2592,/home/echo/bolete/data/lanmaoa-pallidorosea/Boletus-pallidoroseus-Dick-Dougall.jpg
927,960,/home/echo/bolete/data/lanmaoa-pallidorosea/Boletus-pallidoroseus-Igor-Safonov.jpg
1875,1236,/home/echo/bolete/data/lanmaoa-pallidorosea/Boletus-pallidoroseus-Robert-Gergulics.jpg
3103,3208,/home/echo/bolete/data/lanmaoa-pallidorosea/Boletus-pallidoroseus-pink-Igor-Safonov.jpg
3984,2679,/home/echo/bolete/data/lanmaoa-pallidorosea/Boletus-pallidoroseus.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pallidorosea/Giant-pallidoroseus-in-hand.jpg
4014,2655,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-JP3.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pallidorosea/Giant-pallidoroseus-pore-staining.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pallidorosea/Giant-pallidoroseus-sectioned-cap.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pallidorosea/Pallidoroseus-array.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pallidorosea/Pallidoroseus-mycelium-pores.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pallidorosea/Pallidoroseus-pair.jpg
4032,3024,/home/echo/bolete/data/lanmaoa-pallidorosea/Pallidoroseus-side-view.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pallidorosea/Smaller-pallidoroseus-in-a-day-of-giants.jpg
1280,960,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-Dave-Wasilewski.jpg
2162,2880,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-Igor-Safonov.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-Scott-Pavelle.jpg
292,320,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-Walt-Sturgeon.jpg
1920,2560,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-clump-SPP-scaled.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-clump-SPP.jpg
2930,2280,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-fresh-bluing-Igor-Safonov.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-fresh-staining-Scott-Pavelle.jpg
1920,2560,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-group-SPP-scaled.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-group-SPP.jpg
1632,1224,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-halves-Dave-Wasilewski.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-initialed-Scott-Pavelle.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-old-staining-Scott-Pavelle.jpg
1632,1224,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-pore-staining-Dave-Wasilewski.jpg
2128,2832,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-pink-staining-Igor-Safonov.jpg
1920,2560,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-single-SPP-scaled.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-single-SPP.jpg
2768,2334,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-staining-an-hour-later-Igor-Safonov.jpg
2882,2744,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-stem-and-pores-Igor-Safonov.jpg
3024,4032,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis-stem-and-pores-Scott-Pavelle.jpg
4000,3000,/home/echo/bolete/data/lanmaoa-pseudosensibilis/Lanmaoa-pseudosensibilis.jpg
3648,2736,/home/echo/bolete/data/leccinellum-albellum/Leccinellum-albellum-Dave-Wasilewski.jpg
6000,4000,/home/echo/bolete/data/leccinellum-albellum/Leccinellum-albellum-JP3.jpg
3648,2736,/home/echo/bolete/data/leccinellum-albellum/Leccinellum-albellum-in-hand-Dave-Wasilewski.jpg
3648,2736,/home/echo/bolete/data/leccinellum-albellum/Leccinellum-albellum-stem-and-pores-Dave-Wasilewski.jpg
2128,2832,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-reddish-Igor-Safonov.jpeg
3909,2667,/home/echo/bolete/data/leccinellum-albellum/Leccinum-albellum-JP3.jpg
320,293,/home/echo/bolete/data/leccinellum-albellum/Leccinum-albellum-Walt-Sturgeon.jpg
2448,3264,/home/echo/bolete/data/leccinellum-crocipodium/Boletus-Tenax-SPPKSP-2.jpg
3264,2448,/home/echo/bolete/data/leccinellum-crocipodium/Boletus-tenax-SPPKSP-4.jpg
2448,3264,/home/echo/bolete/data/leccinellum-crocipodium/Boletus-tenax-SPPKSP.jpg
2513,2000,/home/echo/bolete/data/leccinellum-crocipodium/Leccinellum-crocipodium-2-Bill-Yule.jpg
4098,2263,/home/echo/bolete/data/leccinellum-crocipodium/Leccinellum-crocipodium-Ammonia-and-KOH-Igor-Safonov-iffy-ID.jpg
3008,2000,/home/echo/bolete/data/leccinellum-crocipodium/Leccinellum-crocipodium-Bill-Yule.jpg
2161,3431,/home/echo/bolete/data/leccinellum-crocipodium/Leccinellum-crocipodium-Igor-Safonov-iffy-ID.jpg
3031,2981,/home/echo/bolete/data/leccinellum-crocipodium/Leccinellum-crocipodium-cap-with-flash-Igor-Safonov-iffy-ID.jpg
480,482,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-var-flavipes-2-Fluff-Berger.jpg
3144,2847,/home/echo/bolete/data/leccinellum-crocipodium/Leccinellum-crocipodium-halves-Igor-Safonov-iffy-ID.jpg
3141,2895,/home/echo/bolete/data/leccinellum-crocipodium/Leccinellum-crocipodium-stem-and-pores-Igor-Safonov-iffy-ID.jpg
320,200,/home/echo/bolete/data/leccinellum-crocipodium/Leccinum-nigrescens-Walt-Sturgeon.jpg
3752,2500,/home/echo/bolete/data/leccinellum-crocipodium/Leccinum-nigrescens.jpg
1674,2048,/home/echo/bolete/data/leccinellum-griseum/Leccinellum-griseum-2-Jason-Bolin.jpg
1600,1200,/home/echo/bolete/data/leccinellum-griseum/Leccinellum-griseum-Danny-Steaven.jpg
2048,1786,/home/echo/bolete/data/leccinellum-griseum/Leccinellum-griseum-Jason-Bolin.jpg
960,926,/home/echo/bolete/data/leccinellum-griseum/Leccinellum-griseum-cap-Jason-Bolin.jpg
1746,2027,/home/echo/bolete/data/leccinellum-griseum/Leccinellum-griseum-split-Jason-Bolin.jpg
1500,1000,/home/echo/bolete/data/leccinellum-quercophilum/leccinellum-quercophilum-bolet-des-chnaies_21056441711_o.jpg
480,517,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-var-flavipes-Fluff-Berger.jpg
1500,1004,/home/echo/bolete/data/leccinellum-quercophilum/leccinellum-quercophilum-m-kuo_13456961643_o.jpg
1500,1004,/home/echo/bolete/data/leccinellum-quercophilum/leccinellum-quercophilum-m-kuo_13457201694_o.jpg
1500,1004,/home/echo/bolete/data/leccinellum-quercophilum/leccinellum-quercophilum-m-kuo_13457203234_o.jpg
1500,1004,/home/echo/bolete/data/leccinellum-quercophilum/leccinellum-quercophilum_4835902836_o.jpg
2560,1696,/home/echo/bolete/data/leccinum-alaskanum/Leccinum-alaskanum-3-Christian-Schwartz-scaled.jpg
4928,3264,/home/echo/bolete/data/leccinum-alaskanum/Leccinum-alaskanum-3-Christian-Schwartz.jpg
2560,1696,/home/echo/bolete/data/leccinum-alaskanum/Leccinum-alaskanum-Christian-Schwartz-scaled.jpg
4000,2650,/home/echo/bolete/data/leccinum-alaskanum/Leccinum-alaskanum-Christian-Schwartz.jpg
1696,2560,/home/echo/bolete/data/leccinum-alaskanum/Leccinum-alaskanum-dark-Christian-Schwartz-scaled.jpg
2650,4000,/home/echo/bolete/data/leccinum-alaskanum/Leccinum-alaskanum-dark-Christian-Schwartz.jpg
320,314,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-yellower-Walt-Sturgeon.jpg
5520,3680,/home/echo/bolete/data/leccinum-arbuticola/Leccinum-arbuticola-Alan-Rockefeller.jpg
5520,3680,/home/echo/bolete/data/leccinum-arbuticola/Leccinum-arbuticola-caps-Alan-Rockefeller.jpg
5520,3680,/home/echo/bolete/data/leccinum-arbuticola/Leccinum-arbuticola-stem-and-pores-Alan-Rockefeller.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-Bill-Neill.jpg
920,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-baby-Bill-Neill.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-cracked-cap-Bill-Neill.jpg
960,886,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-halves-Bill-Neill.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-halves-with-full-staining-Bill-Neill.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-halves-with-slow-staining-Bill-Neill.jpg
878,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-in-sand-Bill-Neill.jpg
320,237,/home/echo/bolete/data/austroboletus-gracilis-var.-flavipes/Austroboletus-gracilis-yellower-pore-view-Walt-Sturgeon.jpg
944,960,/home/echo/bolete/data/alessioporus-rubriflavus/Alessioporus-rubriflavus-stretched-netting-Jason-Bolin.jpg
816,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-in-situ-Bill-Neill.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-stem-pores-Bill-Neill.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-with-cracked-cap-Bill-Neill.jpg
960,924,/home/echo/bolete/data/leccinum-arenicola/Leccinum-arenicola-younger-Bill-Neill.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-side-view-Bill-Neill.jpg
720,960,/home/echo/bolete/data/leccinum-arenicola/Leccinum-side-view-of-younger-Bill-Neill.jpg
3909,2667,/home/echo/bolete/data/leccinum-areolatum/Leccinum-albellum-JP3.jpg
320,293,/home/echo/bolete/data/leccinum-areolatum/Leccinum-albellum-Walt-Sturgeon.jpg
320,267,/home/echo/bolete/data/leccinum-areolatum/Leccinum-areolatum-Walt-Sturgeon.jpg
5709,3887,/home/echo/bolete/data/leccinum-aurantiacum/Leccinium-aurantiacum-WPMC-Becker-collection.jpg
2128,2832,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-Igor-Safonov.jpg
320,207,/home/echo/bolete/data/leccinum-aurantiacum/Leccinum-aurantiacum-Walt-Sturgeon.jpg
320,239,/home/echo/bolete/data/leccinum-aurantiacum/Leccinum-aurantiacum-array-Walt-Sturgeon.jpg
3814,2590,/home/echo/bolete/data/leccinum-aurantiacum/Leccinum-aurantiacum.jpg
1600,1200,/home/echo/bolete/data/leccinum-cf.-carpini/Leccinellum-griseum-Danny-Steaven.jpg
2048,1582,/home/echo/bolete/data/leccinum-chalybaeum/Leccinum-chalybaeum-Arleen-Bessette.jpg
960,636,/home/echo/bolete/data/leccinum-chalybaeum/Leccinum-chalybaeum-Jason-Bolin.jpg
643,952,/home/echo/bolete/data/leccinum-chalybaeum/Leccinum-chalybaeum-single-Arleen-Bessette.png
320,239,/home/echo/bolete/data/leccinum-discolor/Leccinum-discolor-Debbie-Viess.jpg
1920,2560,/home/echo/bolete/data/leccinum-discolor/Leccinum-discolor-half-Debbie-Viess.jpg
1920,1440,/home/echo/bolete/data/leccinum-discolor/Leccinum-discolor-young-Debbie-Viess.jpg
4014,2655,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-JP3.jpg
4272,2848,/home/echo/bolete/data/leccinum-fibrillosum/Leccinum-fibrillosum-B-NAMA-2008-Idaho-JP3.jpg
2048,1536,/home/echo/bolete/data/leccinum-fibrillosum/Leccinum-fibrillosum.jpg
4272,2848,/home/echo/bolete/data/leccinum-fibrillosum/Leccinum-fibrollossum-AMS2010-B.jpg
4200,2800,/home/echo/bolete/data/leccinum-glutinopallens/Leccinum-glutinopallens-NEMF-8-7-2013-Rimouski-B-JP3.jpg
320,213,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-Walt-Sturgeon.jpg
320,213,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-array-Walt-Sturgeon.jpg
2048,1536,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-2-Dave-Wasilewsky.jpg
1632,1224,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-3-Dave-Wasilewsky.jpg
2048,1536,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-Dave-Wasilewsky.jpg
1632,1224,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-blue-green-by-base-Dave-Wasilewsky.jpg
292,320,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-Walt-Sturgeon.jpg
2048,1536,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-fresh-cut-Dave-Wasilewsky.jpg
2048,1536,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-minutes-later-Dave-Wasilewsky.jpg
2048,1536,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-split-Dave-Wasilewsky.jpg
1632,1224,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-americanum-stem-flesh-staining-Dave-Wasilewsky.jpg
3716,2500,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-holopus-JP3.jpg
3671,2489,/home/echo/bolete/data/leccinum-holopus/Leccinum-holopus-var-holopus-sss.jpg
2272,1704,/home/echo/bolete/data/leccinum-insigne/Leccinum-insigne-Debbie-Viess.jpg
3601,2447,/home/echo/bolete/data/leccinum-insigne/Leccinum-insigne-JP3.jpg
4272,2848,/home/echo/bolete/data/leccinum-insolens/Leccinum-insolens-AMQ-2009-A-JP3.jpg
296,320,/home/echo/bolete/data/leccinum-insolens/Leccinum-insolens-Walt-Sturgeon.jpg
2128,2832,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-pink-staining-Igor-Safonov.jpg
3150,4725,/home/echo/bolete/data/leccinum-insolens/Leccinum-insolens-var-brunneo-maculatum-8-7-2013-Rimouski-B-JP3-e1440165356187.jpg
4725,3150,/home/echo/bolete/data/leccinum-insolens/Leccinum-insolens-var-brunneo-maculatum-8-7-2013-Rimouski-B-JP3.jpg
4425,3075,/home/echo/bolete/data/leccinum-insolens/Leccinum-insolens-var-brunneo-maculatum-Walt-Sturgeon.jpg
3150,4725,/home/echo/bolete/data/leccinum-insolens-var.-brunneo-maculatum/Leccinum-insolens-var-brunneo-maculatum-8-7-2013-Rimouski-B-JP3-e1440165356187.jpg
4425,3075,/home/echo/bolete/data/leccinum-insolens-var.-brunneo-maculatum/Leccinum-insolens-var-brunneo-maculatum-Walt-Sturgeon.jpg
2048,1536,/home/echo/bolete/data/leccinum-largentii/Leccinum-largentii-Darvin-DeShazer.jpg
2048,1536,/home/echo/bolete/data/leccinum-largentii/Leccinum-largentii-mycelium-Darvin-DeShazer.jpg
2048,1536,/home/echo/bolete/data/leccinum-largentii/Leccinum-largentii-sideways-Darvin-DeShazer.jpg
2048,1536,/home/echo/bolete/data/leccinum-largentii/Leccinum-largentii-stem-and-pores-Darvin-DeShazer.jpg
3936,2679,/home/echo/bolete/data/leccinum-longicurvipes/Boletus-longicurvipes.jpg
2128,2832,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-reddish-Igor-Safonov.jpeg
6000,4000,/home/echo/bolete/data/leccinum-longicurvipes/Boletus-viscidocorrugis-aka-longicurvipes-JP3.jpg
4020,2691,/home/echo/bolete/data/leccinum-longicurvipes/Boletus-viscidocorrugis.jpg
4000,3000,/home/echo/bolete/data/leccinum-longicurvipes/Leccinum-longicurvipes-2-Bill-Yule.jpg
4000,3000,/home/echo/bolete/data/leccinum-longicurvipes/Leccinum-longicurvipes-Bill-Yule.jpg
3648,2736,/home/echo/bolete/data/leccinum-luteum/Leccinum-luteum-Dave-Wasilewsky.jpg
3648,2736,/home/echo/bolete/data/leccinum-luteum/Leccinum-luteum-halves-Dave-Wasilewsky.jpg
3648,2736,/home/echo/bolete/data/leccinum-luteum/Leccinum-luteum-spores-Dave-Wasilewsky.jpg
3648,2736,/home/echo/bolete/data/leccinum-luteum/Leccinum-luteum-stem-and-pores-Dave-Wasilewsky.jpg
2679,3981,/home/echo/bolete/data/leccinum-luteum/Leccinum-luteum.jpg
2048,1536,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzananitae-Darvin-DeShazer.jpg
480,482,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-var-flavipes-2-Fluff-Berger.jpg
2048,1536,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzananitae-array-Darvin-DeShazer.jpg
2048,1536,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzananitae-big-boy-Darvin-DeShazer.jpg
1280,960,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzanitae-2-Debbie-Viess.jpg
4200,2799,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzanitae-C-NAMA-CA-12-16-2012-JP3.jpg
320,240,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzanitae-Debbie-Viess.jpg
1280,960,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzanitae-baby-Debbie-Viess.jpg
960,1280,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzanitae-halved-Alan-Rockefeller.jpg
1280,960,/home/echo/bolete/data/leccinum-manzanitae/Leccinum-manzanitae-wrinkled-cap-Alan-Rockefeller.jpg
4272,2848,/home/echo/bolete/data/leccinum-piceinum/Leccinium-piceinum-JP3.jpg
320,207,/home/echo/bolete/data/leccinum-piceinum/Leccinum-aurantiacum-Walt-Sturgeon.jpg
480,517,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-var-flavipes-Fluff-Berger.jpg
320,239,/home/echo/bolete/data/leccinum-piceinum/Leccinum-aurantiacum-array-Walt-Sturgeon.jpg
3814,2590,/home/echo/bolete/data/leccinum-piceinum/Leccinum-aurantiacum.jpg
2128,2832,/home/echo/bolete/data/leccinum-piceinum/Leccinum-piceinum-Igor-Safonov-iffy-ID.jpg
320,236,/home/echo/bolete/data/leccinum-piceinum/Leccinum-piceinum-Walt-Sturgeon.jpg
253,320,/home/echo/bolete/data/leccinum-piceinum/Leccinum-piceinum-older-stem-view-Walt-Sturgeon.jpg
320,235,/home/echo/bolete/data/leccinum-piceinum/Leccinum-piceinum-with-halves-Walt-Sturgeon.jpg
320,207,/home/echo/bolete/data/leccinum-potteri/Leccinum-aurantiacum-Walt-Sturgeon.jpg
320,239,/home/echo/bolete/data/leccinum-potteri/Leccinum-aurantiacum-array-Walt-Sturgeon.jpg
3814,2590,/home/echo/bolete/data/leccinum-potteri/Leccinum-aurantiacum.jpg
3458,2355,/home/echo/bolete/data/leccinum-pseudoinsigne/Leccinum-pseudoinsigne-1-minute-after-cutting-Igor-Safonov-iffy-ID.jpg
320,314,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-yellower-Walt-Sturgeon.jpg
2162,3385,/home/echo/bolete/data/leccinum-pseudoinsigne/Leccinum-pseudoinsigne-2-Igor-Safonov-iffy-ID.jpg
2325,3080,/home/echo/bolete/data/leccinum-pseudoinsigne/Leccinum-pseudoinsigne-3-minutes-after-cutting-Igor-Safonov-iffy-ID.jpg
2881,2850,/home/echo/bolete/data/leccinum-pseudoinsigne/Leccinum-pseudoinsigne-Igor-Safonov-iffy-ID.jpg
3648,2736,/home/echo/bolete/data/leccinum-roseoscabrum/Leccinum-roseoscabrum-Mary-Smiley.jpeg
3648,2736,/home/echo/bolete/data/leccinum-roseoscabrum/Leccinum-roseoscabrum-baby-Mary-Smiley.jpeg
3648,2736,/home/echo/bolete/data/leccinum-roseoscabrum/Leccinum-roseoscabrum-growing-Mary-Smiley.jpeg
3648,2736,/home/echo/bolete/data/leccinum-roseoscabrum/Leccinum-roseoscabrum-portrait-Mary-Smiley.jpeg
4272,2848,/home/echo/bolete/data/leccinum-rubropunctum/Boletus-rubropunctus-A-coma08-s11.jpg
4272,2848,/home/echo/bolete/data/leccinum-rubropunctum/Boletus-rubropunctus-D-NEMF2008-sony12mp.jpg
320,287,/home/echo/bolete/data/leccinum-rubropunctum/Boletus-rubropunctus-Walt-Sturgeon.jpg
320,237,/home/echo/bolete/data/austroboletus-gracilis-var.-pulcherripes/Austroboletus-gracilis-yellower-pore-view-Walt-Sturgeon.jpg
2399,2349,/home/echo/bolete/data/leccinum-rubropunctum/Leccinum-rubropunctum-2-Bill-Yule.jpg
2219,3225,/home/echo/bolete/data/leccinum-rubropunctum/Leccinum-rubropunctum-3-Bill-Yule.jpg
3008,2000,/home/echo/bolete/data/leccinum-rubropunctum/Leccinum-rubropunctum-Bill-Yule.jpg
4000,2664,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugociseps-2-Bill-Yule.jpg
3008,2000,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugociseps-Bill-Yule.jpg
6000,4000,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugosiceps-2-JP3.jpg
6000,4000,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugosiceps-JP3.jpg
6000,4000,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugosiceps-John-Plischke-III.jpg
320,247,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugosiceps-babies-Walt-Sturgeon.jpg
297,320,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugosiceps-cracked-Walt-Sturgeon.jpg
645,960,/home/echo/bolete/data/austroboletus-subflavidus/Austroboletus-subflavidus-Ivan-Safonov.jpg
3888,2592,/home/echo/bolete/data/alessioporus-rubriflavus/Allesioporus-rubriflavus-2-Arleen-Bessette.jpeg
320,283,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugosiceps-very-wrinkled-and-staining-Walt-Sturgeon.jpg
3752,2489,/home/echo/bolete/data/leccinum-rugosiceps/Leccinum-rugosiceps.jpg
4550,3034,/home/echo/bolete/data/leccinum-scabrum/Leccinum-oxydabile-Eagle-Hill-Maine-2013-D-JP3.jpg
4272,2848,/home/echo/bolete/data/leccinum-scabrum/Leccinum-scabrum-AMQ-2009-B-JP3.jpg
4000,3000,/home/echo/bolete/data/leccinum-scabrum/Leccinum-scabrum-Bill-Yule.jpg
3932,4042,/home/echo/bolete/data/leccinum-scabrum/Leccinum-scabrum-WPMC-Becker-collection.jpg
320,289,/home/echo/bolete/data/leccinum-scabrum/Leccinum-scabrum-Walt-Sturgeon.jpg
4000,3000,/home/echo/bolete/data/leccinum-scabrum/Leccinum-scabrum-pores-and-context-Bill-Yule.jpg
4000,3000,/home/echo/bolete/data/leccinum-scabrum/Leccinum-scabrum-pores-closeup-Bill-Yule.jpg
1500,1004,/home/echo/bolete/data/leccinum-scabrum/leccinum-rotundifoliae-bolet-des-bouleaux-nains_13549918703_o.jpg
3480,5280,/home/echo/bolete/data/austroboletus-subflavidus/Austroboletus-subflavidus-JP3.jpg
1500,1004,/home/echo/bolete/data/leccinum-scabrum/leccinum-rotundifoliae-bolet-des-bouleaux-nains_13549919623_o.jpg
1500,819,/home/echo/bolete/data/leccinum-scabrum/leccinum-rotundifoliae-bolet-des-bouleaux-nains_13550135234_o.jpg
